geoid,geoid20,year,denom_workingage_civ_noninst_pop,laborforce_count,laborforce_pct,denom_labor_force,unemployed_count,unemployed_pct
1400000US06037222001,222001,2021,2566,1788,69.680435,1788,131,7.326622
1400000US06037222002,222002,2021,4030,2474,61.38958,2474,212,8.5691185
1400000US06037222100,222100,2021,3550,2377,66.957748,2377,174,7.3201513
1400000US06037222200,222200,2021,3172,2162,68.15889,2162,155,7.1692877
1400000US06037222500,222500,2021,3732,2556,68.488747,2556,192,7.5117369
1400000US06037222600,222600,2021,4780,2911,60.899582,2911,475,16.317417
1400000US06037222700,222700,2021,3776,1215,32.176907,1215,303,24.938272
1400000US06037224010,224010,2021,2602,1802,69.254417,1802,44,2.4417315
1400000US06037224020,224020,2021,1867,1299,69.576859,1299,89,6.8514242
1400000US06037224200,224200,2021,1843,1137,61.69289,1137,42,3.6939313
1400000US06037224310,224310,2021,1528,1070,70.026176,1070,65,6.0747662
1400000US06037224320,224320,2021,2449,1515,61.861984,1515,92,6.072607
1400000US06037224410,224410,2021,2483,1444,58.155457,1444,86,5.9556785
1400000US06037224420,224420,2021,2134,1408,65.979378,1408,237,16.832386
1400000US06037224600,224600,2021,2680,1793,66.902985,1793,166,9.2582264
1400000US06037224701,224701,2021,2762,1153,41.745113,1153,113,9.8005199
1400000US06037224702,224702,2021,2909,1157,39.773117,1157,241,20.829733
1400000US06037226001,226001,2021,1668,1210,72.541969,1210,214,17.685951
1400000US06037226002,226002,2021,1678,1313,78.247917,1313,100,7.6161461
1400000US06037226410,226410,2021,2489,1670,67.095222,1670,98,5.8682632
1400000US06037226420,226420,2021,4148,2629,63.379944,2629,316,12.019779
1400000US06037226701,226701,2021,2285,1544,67.571114,1544,43,2.7849741
1400000US06037226702,226702,2021,3486,2254,64.658638,2254,251,11.135758
1400000US06037227010,227010,2021,3550,2217,62.450703,2217,286,12.900315
1400000US06037227020,227020,2021,2989,2003,67.012383,2003,121,6.0409384
1400000US06037228100,228100,2021,4136,2677,64.724373,2677,125,4.6694059
1400000US06037228210,228210,2021,3193,2126,66.583153,2126,283,13.311383
1400000US06037228220,228220,2021,3691,2310,62.584667,2310,232,10.04329
1400000US06037228310,228310,2021,3104,2043,65.818298,2043,179,8.7616253
1400000US06037228320,228320,2021,2247,1418,63.106365,1418,92,6.4880114
1400000US06037228410,228410,2021,2516,1657,65.858505,1657,166,10.018105
1400000US06037228420,228420,2021,2393,1591,66.48558,1591,91,5.7196732
1400000US06037228500,228500,2021,3465,2229,64.329002,2229,259,11.61956
1400000US06037228600,228600,2021,3873,2474,63.878132,2474,233,9.4179468
1400000US06037228710,228710,2021,2844,2056,72.292549,2056,105,5.1070037
1400000US06037228720,228720,2021,3574,2429,67.963066,2429,313,12.885962
1400000US06037228800,228800,2021,4057,2668,65.762878,2668,200,7.4962521
1400000US06037228900,228900,2021,2243,1220,54.391441,1220,236,19.344263
1400000US06037229100,229100,2021,3489,2228,63.857838,2228,194,8.7073612
1400000US06037229200,229200,2021,3665,2366,64.556618,2366,168,7.1005917
1400000US06037229300,229300,2021,4094,2596,63.409866,2596,300,11.55624
1400000US06037229410,229410,2021,2935,1941,66.132881,1941,111,5.7187018
1400000US06037229420,229420,2021,3102,2049,66.054161,2049,244,11.908248
1400000US06037231100,231100,2021,2968,1725,58.119946,1725,349,20.231884
1400000US06037231210,231210,2021,3195,2070,64.788734,2070,171,8.26087
1400000US06037231220,231220,2021,3325,2139,64.330826,2139,303,14.165498
1400000US06037231301,231301,2021,2057,1282,62.323772,1282,148,11.544462
1400000US06037231302,231302,2021,2722,1915,70.352684,1915,70,3.6553526
1400000US06037231400,231400,2021,4074,2470,60.628376,2470,60,2.4291499
1400000US06037231500,231500,2021,4324,2783,64.361702,2783,229,8.2285299
1400000US06037231601,231601,2021,2214,1620,73.170731,1620,169,10.432098
1400000US06037231602,231602,2021,1758,1120,63.708759,1120,61,5.4464288
1400000US06037231603,231603,2021,2172,1245,57.320442,1245,76,6.1044178
1400000US06037231710,231710,2021,3339,2196,65.768196,2196,185,8.424408
1400000US06037231720,231720,2021,4012,2410,60.06979,2410,164,6.8049793
1400000US06037231800,231800,2021,3937,2571,65.303528,2571,297,11.551926
1400000US06037231901,231901,2021,2563,1875,73.156456,1875,101,5.3866668
1400000US06037231902,231902,2021,2208,1284,58.152172,1284,40,3.1152649
1400000US06037232110,232110,2021,2240,1343,59.955357,1343,139,10.349963
1400000US06037232120,232120,2021,3705,2438,65.802971,2438,261,10.705496
1400000US06037232200,232200,2021,3109,1877,60.373112,1877,203,10.81513
1400000US06037232300,232300,2021,4018,2735,68.068687,2735,115,4.2047534
1400000US06037232401,232401,2021,3113,1920,61.676838,1920,186,9.6875
1400000US06037232402,232402,2021,2649,1706,64.401665,1706,80,4.689332
1400000US06037232500,232500,2021,3981,2248,56.468224,2248,141,6.2722421
1400000US06037232601,232601,2021,1437,989,68.823936,989,44,4.4489384
1400000US06037232602,232602,2021,3907,2325,59.508575,2325,184,7.9139786
1400000US06037232701,232701,2021,1819,992,54.535458,992,21,2.1169355
1400000US06037232702,232702,2021,3433,2177,63.413925,2177,83,3.8125861
1400000US06037232800,232800,2021,3212,1989,61.924034,1989,156,7.8431373
1400000US06037234001,234001,2021,2107,1236,58.661606,1236,41,3.317152
1400000US06037234002,234002,2021,2330,1181,50.686695,1181,8,0.67739207
1400000US06037234200,234200,2021,2154,1334,61.93129,1334,213,15.967016
1400000US06037234301,234301,2021,1485,1001,67.40741,1001,124,12.387612
1400000US06037234302,234302,2021,1836,1174,63.943356,1174,161,13.713799
1400000US06037234501,234501,2021,2183,1333,61.062759,1333,181,13.578395
1400000US06037234502,234502,2021,2292,1182,51.570683,1182,209,17.681894
1400000US06037234600,234600,2021,4022,2475,61.536549,2475,285,11.515152
1400000US06037234700,234700,2021,3067,1983,64.656013,1983,208,10.489158
1400000US06037234800,234800,2021,2784,1914,68.75,1914,201,10.501568
1400000US06037234901,234901,2021,2453,1517,61.84264,1517,221,14.568227
1400000US06037234902,234902,2021,3321,2037,61.336948,2037,254,12.469317
1400000US06037235100,235100,2021,3762,2491,66.214783,2491,367,14.733039
1400000US06037235201,235201,2021,2227,1275,57.251907,1275,47,3.6862745
1400000US06037235202,235202,2021,3352,1834,54.713604,1834,187,10.196292
1400000US06037236001,236001,2021,3789,2503,66.059647,2503,111,4.4346786
1400000US06037236101,236101,2021,2508,1330,53.030304,1330,79,5.9398499
1400000US06037236102,236102,2021,3106,2243,72.215065,2243,235,10.477039
1400000US06037236203,236203,2021,2474,1410,56.992725,1410,135,9.5744677
1400000US06037236204,236204,2021,2403,1632,67.915108,1632,189,11.580882
1400000US06037236205,236205,2021,2047,1104,53.932583,1104,51,4.619565
1400000US06037236206,236206,2021,2307,1600,69.354141,1600,242,15.125
1400000US06037236400,236400,2021,3565,2650,74.333801,2650,93,3.509434
1400000US06037237101,237101,2021,2721,1671,61.411247,1671,46,2.7528427
1400000US06037237102,237102,2021,2889,1485,51.401871,1485,62,4.1750841
1400000US06037237201,237201,2021,3333,1863,55.895588,1863,227,12.184649
1400000US06037237202,237202,2021,3371,1915,56.808067,1915,221,11.54047
1400000US06037237300,237300,2021,4773,3249,68.070396,3249,185,5.6940598
1400000US06037237401,237401,2021,3299,1993,60.412247,1993,156,7.8273959
1400000US06037237402,237402,2021,3133,2052,65.49633,2052,145,7.066277
1400000US06037237500,237500,2021,2300,1380,60,1380,54,3.9130435
1400000US06037237600,237600,2021,3216,1835,57.058456,1835,271,14.768393
1400000US06037237710,237710,2021,3204,1932,60.299625,1932,115,5.9523811
1400000US06037237720,237720,2021,2397,1381,57.613686,1381,43,3.1136858
1400000US06037237800,237800,2021,2998,1729,57.67178,1729,185,10.699826
1400000US06037237900,237900,2021,3322,2089,62.883804,2089,256,12.254667
1400000US06037238000,238000,2021,5044,3213,63.699444,3213,432,13.445378
1400000US06037238100,238100,2021,4380,2734,62.42009,2734,147,5.3767376
1400000US06037238200,238200,2021,4535,2389,52.679161,2389,127,5.3160319
1400000US06037238310,238310,2021,3932,2369,60.249237,2369,101,4.2634025
1400000US06037238320,238320,2021,2455,1359,55.356415,1359,107,7.8734365
1400000US06037238400,238400,2021,3713,2084,56.127121,2084,116,5.5662189
1400000US06037239201,239201,2021,2642,1891,71.574562,1891,23,1.2162877
1400000US06037239202,239202,2021,4788,3009,62.844612,3009,401,13.326687
1400000US06037239310,239310,2021,3025,2031,67.140495,2031,161,7.9271293
1400000US06037239320,239320,2021,2487,1665,66.948128,1665,100,6.0060062
1400000US06037239330,239330,2021,2306,1475,63.963573,1475,163,11.050847
1400000US06037239501,239501,2021,2743,1822,66.423622,1822,155,8.5071354
1400000US06037239502,239502,2021,2745,1779,64.808746,1779,98,5.5087128
1400000US06037239601,239601,2021,2758,1755,63.633068,1755,82,4.6723647
1400000US06037239602,239602,2021,2769,1592,57.493679,1592,172,10.80402
1400000US06037239701,239701,2021,3264,1949,59.712009,1949,168,8.6198053
1400000US06037239702,239702,2021,3483,1824,52.368649,1824,162,8.8815794
1400000US06037239801,239801,2021,3089,2002,64.810616,2002,196,9.7902098
1400000US06037239802,239802,2021,4013,2436,60.702717,2436,275,11.288999
1400000US06037240010,240010,2021,3087,1727,55.944283,1727,234,13.549508
1400000US06037240020,240020,2021,4069,2546,62.570656,2546,182,7.148468
1400000US06037240200,240200,2021,4325,2678,61.919075,2678,388,14.488424
1400000US06037240301,240301,2021,2156,1115,51.716141,1115,169,15.156951
1400000US06037240302,240302,2021,2012,1367,67.942345,1367,250,18.288223
1400000US06037240401,240401,2021,4187,2578,61.571529,2578,190,7.3700542
1400000US06037240402,240402,2021,2751,1798,65.358055,1798,241,13.403782
1400000US06037240500,240500,2021,4945,2890,58.442871,2890,414,14.325259
1400000US06037240600,240600,2021,3951,2168,54.872185,2168,317,14.621771
1400000US06037240700,240700,2021,4975,3286,66.050255,3286,289,8.7948875
1400000US06037240800,240800,2021,3289,2048,62.268166,2048,207,10.107422
1400000US06037240901,240901,2021,2183,1437,65.826843,1437,182,12.665275
1400000US06037240902,240902,2021,2518,1387,55.083401,1387,104,7.4981976
1400000US06037241001,241001,2021,3319,2021,60.891834,2021,123,6.0860958
1400000US06037241002,241002,2021,3053,1718,56.272518,1718,195,11.350408
1400000US06037241110,241110,2021,2690,1754,65.20446,1754,60,3.4207525
1400000US06037241120,241120,2021,3173,1789,56.381973,1789,221,12.35327
1400000US06037241201,241201,2021,2442,1596,65.356262,1596,115,7.205514
1400000US06037241202,241202,2021,4211,2487,59.059605,2487,149,5.9911542
1400000US06037241300,241300,2021,1871,1237,66.11438,1237,164,13.257882
1400000US06037241400,241400,2021,3002,2038,67.888077,2038,126,6.1825318
1400000US06037242000,242000,2021,2993,1756,58.670231,1756,219,12.471526
1400000US06037242100,242100,2021,1596,833,52.192982,833,176,21.128452
1400000US06037242201,242201,2021,3077,1706,55.443615,1706,170,9.9648304
1400000US06037242202,242202,2021,2077,1079,51.949928,1079,136,12.604263
1400000US06037242300,242300,2021,3663,2259,61.670761,2259,441,19.521912
1400000US06037242600,242600,2021,2849,1486,52.158653,1486,239,16.083445
1400000US06037242700,242700,2021,4099,2247,54.818249,2247,91,4.0498443
1400000US06037243001,243001,2021,2378,1561,65.643394,1561,220,14.09353
1400000US06037243002,243002,2021,1995,1343,67.318298,1343,173,12.881608
1400000US06037243100,243100,2021,3831,2182,56.956409,2182,345,15.811182
1400000US06037261102,261102,2021,2978,1700,57.085293,1700,39,2.2941177
1400000US06037261103,261103,2021,1446,950,65.698479,950,79,8.3157892
1400000US06037261104,261104,2021,1204,781,64.867111,781,34,4.3533931
1400000US06037261200,261200,2021,3385,2053,60.649925,2053,126,6.1373601
1400000US06037262100,262100,2021,1970,1141,57.918781,1141,86,7.5372481
1400000US06037262200,262200,2021,3407,1961,57.557968,1961,86,4.3855176
1400000US06037262301,262301,2021,2228,1265,56.777378,1265,71,5.612648
1400000US06037262302,262302,2021,2307,1263,54.746426,1263,32,2.5336499
1400000US06037262303,262303,2021,2333,1474,63.180454,1474,33,2.238806
1400000US06037262400,262400,2021,2563,1321,51.541164,1321,39,2.9523089
1400000US06037262501,262501,2021,2689,1628,60.542953,1628,62,3.8083539
1400000US06037262601,262601,2021,2781,1700,61.129089,1700,50,2.9411764
1400000US06037262604,262604,2021,4143,2347,56.649769,2347,48,2.0451641
1400000US06037262704,262704,2021,2727,1713,62.81628,1713,109,6.3631058
1400000US06037262706,262706,2021,2551,1605,62.916504,1605,45,2.8037384
1400000US06037262802,262802,2021,2541,1415,55.686737,1415,65,4.5936394
1400000US06037264000,264000,2021,2452,1446,58.972267,1446,108,7.4688797
1400000US06037264102,264102,2021,2437,1882,77.226097,1882,73,3.8788524
1400000US06037264103,264103,2021,2423,2141,88.361534,2141,149,6.9593649
1400000US06037264303,264303,2021,2374,2134,89.89048,2134,111,5.2014995
1400000US06037264304,264304,2021,2284,1841,80.604202,1841,73,3.9652362
1400000US06037264305,264305,2021,3670,2372,64.632156,2372,107,4.5109611
1400000US06037264306,264306,2021,1656,1283,77.475845,1283,21,1.6367887
1400000US06037265100,265100,2021,2098,888,42.326023,888,18,2.0270271
1400000US06037265201,265201,2021,2522,1221,48.413956,1221,156,12.776413
1400000US06037265203,265203,2021,1716,914,53.263405,914,0,0
1400000US06037265204,265204,2021,1249,762,61.008808,762,93,12.204724
1400000US06037265301,265301,2021,13830,4386,31.713665,4386,1061,24.190607
1400000US06037265303,265303,2021,4573,2321,50.754429,2321,126,5.4286947
1400000US06037265304,265304,2021,2684,1261,46.982117,1261,179,14.195084
1400000US06037265306,265306,2021,1785,967,54.173668,967,77,7.9627714
1400000US06037265307,265307,2021,1713,982,57.326328,982,13,1.3238289
1400000US06037265410,265410,2021,1368,804,58.771931,804,27,3.3582089
1400000US06037265420,265420,2021,1139,742,65.144867,742,26,3.5040431
1400000US06037265521,265521,2021,1438,937,65.159943,937,68,7.2572041
1400000US06037265522,265522,2021,2203,1332,60.463005,1332,25,1.8768768
1400000US06037265523,265523,2021,2061,1550,75.206207,1550,67,4.3225808
1400000US06037265524,265524,2021,2346,1572,67.007675,1572,30,1.908397
1400000US06037265601,265601,2021,2776,1730,62.319885,1730,42,2.4277456
1400000US06037265602,265602,2021,2679,1503,56.103024,1503,250,16.6334
1400000US06037265701,265701,2021,1233,753,61.07056,753,32,4.2496681
1400000US06037265702,265702,2021,2327,1053,45.251396,1053,181,17.188984
1400000US06037267101,267101,2021,2431,1660,68.284653,1660,125,7.5301204
1400000US06037267102,267102,2021,2546,1776,69.756477,1776,30,1.6891892
1400000US06037267201,267201,2021,2612,1842,70.520676,1842,87,4.7231269
1400000US06037267202,267202,2021,3183,2295,72.101791,2295,161,7.0152507
1400000US06037267300,267300,2021,3804,3098,81.44059,3098,262,8.4570694
1400000US06037267403,267403,2021,3436,2834,82.47963,2834,503,17.748766
1400000US06037267404,267404,2021,3106,2288,73.663879,2288,65,2.840909
1400000US06037267405,267405,2021,2692,2204,81.872215,2204,138,6.261343
1400000US06037267406,267406,2021,1583,1127,71.193939,1127,42,3.7267082
1400000US06037267502,267502,2021,2890,2277,78.788925,2277,203,8.9152393
1400000US06037267503,267503,2021,1996,1689,84.61924,1689,56,3.3155713
1400000US06037267504,267504,2021,2954,2395,81.076508,2395,118,4.9269309
1400000US06037267600,267600,2021,2352,1547,65.773811,1547,30,1.9392372
1400000US06037267700,267700,2021,3347,2609,77.950401,2609,81,3.1046379
1400000US06037267800,267800,2021,2275,1544,67.868134,1544,27,1.7487047
1400000US06037267901,267901,2021,2225,1078,48.44944,1078,75,6.9573283
1400000US06037267902,267902,2021,2869,2220,77.378876,2220,147,6.6216216
1400000US06037269000,269000,2021,3926,2595,66.097809,2595,33,1.2716763
1400000US06037269100,269100,2021,2870,1896,66.062721,1896,174,9.1772156
1400000US06037269300,269300,2021,2924,1988,67.989059,1988,136,6.8410463
1400000US06037269500,269500,2021,2574,1512,58.741261,1512,74,4.8941798
1400000US06037269601,269601,2021,2809,2032,72.338913,2032,130,6.3976378
1400000US06037269602,269602,2021,2300,1698,73.826088,1698,163,9.5995293
1400000US06037269700,269700,2021,3136,2461,78.475769,2461,154,6.2576189
1400000US06037269800,269800,2021,2564,2235,87.168488,2235,39,1.7449664
1400000US06037269903,269903,2021,2852,2228,78.120621,2228,130,5.8348293
1400000US06037269905,269905,2021,1976,1679,84.969635,1679,84,5.0029778
1400000US06037269906,269906,2021,2854,2526,88.507355,2526,47,1.8606492
1400000US06037269907,269907,2021,2400,2035,84.791664,2035,92,4.5208845
1400000US06037269908,269908,2021,1891,1493,78.952934,1493,14,0.93770933
1400000US06037269909,269909,2021,2127,1716,80.67701,1716,140,8.1585083
1400000US06037270101,270101,2021,1915,1452,75.822456,1452,15,1.0330578
1400000US06037270102,270102,2021,2040,1724,84.509804,1724,95,5.5104408
1400000US06037270200,270200,2021,2909,1992,68.477142,1992,95,4.7690763
1400000US06037270300,270300,2021,1978,1479,74.772499,1479,91,6.1528058
1400000US06037271100,271100,2021,2036,1201,58.988213,1201,88,7.3272271
1400000US06037271200,271200,2021,1987,1685,84.801208,1685,19,1.1275965
1400000US06037271300,271300,2021,3859,2669,69.162994,2669,110,4.1213937
1400000US06037271400,271400,2021,2828,1614,57.072136,1614,54,3.3457248
1400000US06037271500,271500,2021,2308,1449,62.781628,1449,37,2.5534852
1400000US06037271600,271600,2021,3908,2689,68.807571,2689,67,2.4916325
1400000US06037271702,271702,2021,3325,2680,80.601501,2680,147,5.4850745
1400000US06037271703,271703,2021,2437,1917,78.662292,1917,37,1.9300991
1400000US06037271704,271704,2021,2272,1706,75.088028,1706,51,2.989449
1400000US06037271801,271801,2021,2753,1990,72.284782,1990,99,4.9748745
1400000US06037271803,271803,2021,2709,2237,82.576599,2237,138,6.1689763
1400000US06037271804,271804,2021,2083,1706,81.901108,1706,150,8.7924967
1400000US06037271901,271901,2021,2794,2212,79.169647,2212,48,2.169982
1400000US06037271902,271902,2021,3145,2353,74.817169,2353,187,7.9473014
1400000US06037272100,272100,2021,3910,2597,66.419434,2597,185,7.1236043
1400000US06037272201,272201,2021,1787,1396,78.119751,1396,81,5.8022923
1400000US06037272202,272202,2021,2822,2419,85.719345,2419,130,5.3741217
1400000US06037272301,272301,2021,2778,1974,71.058319,1974,106,5.3698077
1400000US06037272302,272302,2021,3394,2406,70.889809,2406,84,3.4912717
1400000US06037273100,273100,2021,2123,1711,80.593498,1711,80,4.6756282
1400000US06037273200,273200,2021,2508,1803,71.889954,1803,98,5.4353857
1400000US06037273300,273300,2021,2573,1944,75.553825,1944,234,12.037037
1400000US06037273403,273403,2021,1205,863,71.618256,863,0,0
1400000US06037273404,273404,2021,1251,1077,86.091125,1077,53,4.9210773
1400000US06037273502,273502,2021,2566,1964,76.53936,1964,109,5.5498981
1400000US06037273600,273600,2021,1873,1417,75.65403,1417,64,4.5165844
1400000US06037273700,273700,2021,2502,1875,74.940048,1875,124,6.6133332
1400000US06037273800,273800,2021,2533,1909,75.365181,1909,111,5.8145628
1400000US06037273902,273902,2021,3672,2615,71.2146,2615,294,11.24283
1400000US06037274100,274100,2021,3393,2511,74.005302,2511,106,4.2214255
1400000US06037274202,274202,2021,3552,2792,78.603607,2792,212,7.5931234
1400000US06037275101,275101,2021,907,686,75.633957,686,48,6.9970846
1400000US06037275102,275102,2021,3061,2259,73.799416,2259,86,3.8069942
1400000US06037275200,275200,2021,3238,2430,75.046326,2430,261,10.740741
1400000US06037275311,275311,2021,4537,2850,62.816841,2850,242,8.4912281
1400000US06037275312,275312,2021,1706,1305,76.494728,1305,46,3.5249043
1400000US06037275313,275313,2021,3074,1735,56.44112,1735,46,2.6512969
1400000US06037275400,275400,2021,3762,3188,84.742157,3188,70,2.195734
1400000US06037275500,275500,2021,3870,2490,64.341087,2490,142,5.7028112
1400000US06037275603,275603,2021,2355,1664,70.658173,1664,56,3.3653846
1400000US06037275604,275604,2021,7673,6038,78.691513,6038,173,2.8651872
1400000US06037275605,275605,2021,2307,1601,69.397484,1601,121,7.5577765
1400000US06037276000,276000,2021,5383,4050,75.236855,4050,260,6.4197531
1400000US06037276101,276101,2021,2576,2149,83.423912,2149,167,7.7710562
1400000US06037276102,276102,2021,2731,2020,73.965584,2020,384,19.009901
1400000US06037276400,276400,2021,3417,2031,59.438103,2031,112,5.5145249
1400000US06037276500,276500,2021,5654,2695,47.665371,2695,215,7.9777365
1400000US06037276601,276601,2021,3274,2255,68.875992,2255,170,7.5388026
1400000US06037276605,276605,2021,2242,1405,62.667263,1405,255,18.149466
1400000US06037276606,276606,2021,2877,2126,73.896423,2126,99,4.6566319
1400000US06037276607,276607,2021,2406,1839,76.433914,1839,86,4.6764545
1400000US06037276608,276608,2021,1784,1478,82.847534,1478,58,3.924222
1400000US06037277000,277000,2021,4708,2938,62.404419,2938,111,3.7780802
1400000US06037277100,277100,2021,2381,1774,74.506508,1774,88,4.9605412
1400000US06037277200,277200,2021,1493,937,62.759544,937,17,1.814301
1400000US06037277400,277400,2021,107,52,48.598129,52,13,25
1400000US06037278001,278001,2021,1935,1367,70.645996,1367,7,0.51207024
1400000US06037278102,278102,2021,2750,2084,75.781815,2084,106,5.0863724
1400000US06037291110,291110,2021,3311,2315,69.918457,2315,331,14.298057
1400000US06037291120,291120,2021,1931,1337,69.238739,1337,152,11.368736
1400000US06037291130,291130,2021,2785,1853,66.535011,1853,137,7.3934159
1400000US06037291210,291210,2021,4151,2705,65.165024,2705,124,4.5841036
1400000US06037291220,291220,2021,2789,1653,59.268555,1653,107,6.4730792
1400000US06037291300,291300,2021,2705,1725,63.770794,1725,82,4.753623
1400000US06037292001,292001,2021,3620,2211,61.077347,2211,296,13.387608
1400000US06037292002,292002,2021,1458,1005,68.930038,1005,88,8.7562189
1400000US06037293203,293203,2021,2415,1808,74.865425,1808,140,7.7433629
1400000US06037293204,293204,2021,3119,1845,59.153576,1845,115,6.2330623
1400000US06037293205,293205,2021,2784,1886,67.744255,1886,88,4.6659598
1400000US06037293206,293206,2021,2144,1476,68.843285,1476,172,11.653116
1400000US06037293301,293301,2021,2343,1542,65.813057,1542,64,4.150454
1400000US06037293302,293302,2021,3880,2443,62.963917,2443,120,4.9119935
1400000US06037293304,293304,2021,3999,2710,67.766945,2710,247,9.1143913
1400000US06037293306,293306,2021,1844,1225,66.431671,1225,125,10.204082
1400000US06037293307,293307,2021,2053,1487,72.430588,1487,75,5.0437121
1400000US06037294110,294110,2021,3030,1824,60.198021,1824,232,12.719298
1400000US06037294120,294120,2021,2108,1201,56.973434,1201,78,6.4945879
1400000US06037294200,294200,2021,3865,2439,63.104786,2439,244,10.0041
1400000US06037294301,294301,2021,2104,1294,61.5019,1294,61,4.7140651
1400000US06037294302,294302,2021,3589,2409,67.121758,2409,136,5.6454959
1400000US06037294410,294410,2021,3874,2457,63.422817,2457,353,14.367114
1400000US06037294421,294421,2021,2081,1437,69.053337,1437,63,4.3841338
1400000US06037294510,294510,2021,3647,2280,62.517136,2280,165,7.2368422
1400000US06037294520,294520,2021,2630,1797,68.326996,1797,189,10.517529
1400000US06037294610,294610,2021,3282,2111,64.320534,2111,319,15.111321
1400000US06037294620,294620,2021,3623,2249,62.075626,2249,121,5.3801689
1400000US06037294701,294701,2021,2281,1378,60.412102,1378,75,5.4426703
1400000US06037294810,294810,2021,2834,1875,66.160904,1875,117,6.2399998
1400000US06037294820,294820,2021,2260,1409,62.345131,1409,82,5.8197303
1400000US06037294830,294830,2021,2887,1885,65.292694,1885,87,4.6153846
1400000US06037294900,294900,2021,2684,1628,60.655739,1628,90,5.5282555
1400000US06037295103,295103,2021,4566,2769,60.64389,2769,127,4.5864935
1400000US06037296210,296210,2021,2811,1894,67.378159,1894,196,10.348469
1400000US06037296220,296220,2021,3307,1590,48.07983,1590,85,5.345912
1400000US06037296300,296300,2021,3854,2351,61.001556,2351,158,6.7205443
1400000US06037296401,296401,2021,2832,1719,60.699154,1719,91,5.2937756
1400000US06037296402,296402,2021,2616,1916,73.241592,1916,132,6.8893528
1400000US06037296500,296500,2021,2700,1816,67.259262,1816,106,5.8370042
1400000US06037296600,296600,2021,4264,2913,68.316132,2913,278,9.5434256
1400000US06037296901,296901,2021,3370,2369,70.296738,2369,284,11.988181
1400000US06037296902,296902,2021,3410,2435,71.407623,2435,196,8.0492811
1400000US06037297001,297001,2021,1314,927,70.547943,927,20,2.1574974
1400000US06037297002,297002,2021,3375,2522,74.725929,2522,109,4.3219666
1400000US06037297110,297110,2021,3814,2408,63.135815,2408,217,9.0116282
1400000US06037297120,297120,2021,2632,1660,63.069908,1660,99,5.9638553
1400000US06037297201,297201,2021,3477,2273,65.372444,2273,88,3.8715353
1400000US06037297202,297202,2021,3179,2154,67.757156,2154,45,2.0891366
1400000US06037297300,297300,2021,1534,953,62.125164,953,50,5.2465897
1400000US06037297400,297400,2021,2844,1341,47.151897,1341,72,5.3691278
1400000US06037297501,297501,2021,2313,1533,66.277565,1533,34,2.2178733
1400000US06037297502,297502,2021,1874,1150,61.366062,1150,63,5.478261
1400000US06037297601,297601,2021,2240,1590,70.98214,1590,99,6.2264152
1400000US06037297602,297602,2021,2872,1801,62.708912,1801,38,2.1099389
1400000US06037300100,300100,2021,5121,3134,61.198986,3134,166,5.2967453
1400000US06037300200,300200,2021,4299,2807,65.294258,2807,242,8.6213036
1400000US06037300301,300301,2021,4861,3392,69.779884,3392,20,0.58962262
1400000US06037300400,300400,2021,4393,2877,65.490555,2877,251,8.7243652
1400000US06037300501,300501,2021,2298,1528,66.492599,1528,116,7.5916228
1400000US06037300503,300503,2021,4030,2869,71.191071,2869,235,8.1910076
1400000US06037300601,300601,2021,4845,3374,69.638802,3374,82,2.4303498
1400000US06037300602,300602,2021,2827,1690,59.780685,1690,217,12.840237
1400000US06037300701,300701,2021,4242,2642,62.281944,2642,107,4.049962
1400000US06037300702,300702,2021,4815,2533,52.606438,2533,135,5.3296485
1400000US06037300800,300800,2021,5876,3875,65.94622,3875,541,13.96129
1400000US06037300901,300901,2021,4658,2827,60.691284,2827,151,5.341351
1400000US06037300902,300902,2021,1735,1070,61.671471,1070,77,7.1962619
1400000US06037301000,301000,2021,4254,2966,69.72261,2966,175,5.9002023
1400000US06037301100,301100,2021,6237,3838,61.535995,3838,148,3.8561752
1400000US06037301203,301203,2021,3898,2236,57.362751,2236,169,7.5581393
1400000US06037301204,301204,2021,4572,2869,62.75153,2869,198,6.9013596
1400000US06037301205,301205,2021,1797,1176,65.442406,1176,94,7.9931974
1400000US06037301206,301206,2021,4554,2843,62.428635,2843,283,9.9542732
1400000US06037301300,301300,2021,1595,1026,64.326019,1026,72,7.0175438
1400000US06037301400,301400,2021,3102,2114,68.149582,2114,117,5.5345316
1400000US06037301501,301501,2021,1670,1046,62.634731,1046,41,3.9196942
1400000US06037301502,301502,2021,5896,3560,60.379917,3560,439,12.331461
1400000US06037301601,301601,2021,4721,2847,60.305019,2847,147,5.1633296
1400000US06037301602,301602,2021,3408,2388,70.070419,2388,248,10.38526
1400000US06037301701,301701,2021,2343,1632,69.654289,1632,95,5.8210783
1400000US06037301702,301702,2021,5134,3229,62.894428,3229,426,13.192939
1400000US06037301801,301801,2021,4550,3003,66,3003,189,6.2937064
1400000US06037301802,301802,2021,4720,3315,70.233047,3315,341,10.286576
1400000US06037301901,301901,2021,3779,2506,66.313843,2506,126,5.0279331
1400000US06037301902,301902,2021,2681,1452,54.158897,1452,279,19.214876
1400000US06037302002,302002,2021,3592,2281,63.502228,2281,276,12.099957
1400000US06037302003,302003,2021,3051,1657,54.310062,1657,70,4.2245021
1400000US06037302004,302004,2021,3611,2080,57.601772,2080,208,10
1400000US06037302102,302102,2021,5076,3228,63.59338,3228,121,3.748451
